,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
4768,4768,1864.00.00,1864,unknown,unknown,1864,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,South Australia,"Corio Bay, Port Phillip",Swimming,"Mr. Warren, Jr.",male,unknown,Presumed FATAL,unknown,unknown,Shark involvement prior to death unconfirmed,"The Argus, 11/24/1868",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.00.00-Warren.pdf,m_4769,137.5270169,-33.02678343,matched,Australia,u,unknown
4769,4769,1886.00.00,1886,unknown,unknown,1886,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Sydney Harbor,Sailing,male,male,unknown,Leg severed,non-fatal,Afternoon,unknown,"I. M. Sigismund, M.D.",http://sharkattackfile.net/spreadsheets/pdf_directory/1886.00.00-Sydney.pdf,m_4770,151.211196,-33.84318049,matched,Australia,u,unknown
4770,4770,1863.09.13.R,Reported 13-Sep-1863,9/13/863,fall,1863,1,Unprovoked,USA,USA,North America,South Carolina,"Stono Inlet, near Charleston, Charleston County",Bathing,male,male,unknown,Thrown into the air & bruised,non-fatal,unknown,unknown,"NY Times, 9/13/1863",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.09.13.R-StonoInlet.pdf,m_4771,-79.95863215,32.83276221,matched,USA,9,4
4771,4771,1863.07.09,Reported 09-Jul-1863,7/9/1863,summer,1863,1,Provoked,USA,USA,North America,Hawaii,Palama,Fishing,male,male,unknown,Hand severed by noosed shark PROVOKED INCIDENT,non-fatal,unknown,unknown,"Pacific Commercial Advertiser, 7/9/1863",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.07.09-Palama.pdf,m_4772,-156.4880546,20.87863009,matched,USA,7,3
4772,4772,1863.04.00,Apr-1863,4/1/1863,spring,1863,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Caloundra Heads,Launching a boat,Mr. Barnsfield,male,unknown,FATAL,fatal,unknown,2 sharks,"Brisbane Courier, 6/12/1889, p.9",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.04.00-Barnsfield.pdf,m_4773,153.16667,-26.81667,matched,Australia,4,2
4773,4773,1863.03.05,05-Mar-1863,5/5/1863,spring,1863,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Brighton,Floating on back,William Thorn,male,unknown,Lacerations to right torso & ankle,non-fatal,20h00,unknown,"Argus, 3/10/1863",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.03.05-Thorn.pdf,m_4774,144.99746,-37.90937,matched,Australia,5,2
4774,4774,1863.02.05,05-Feb-1863,2/5/1863,winter,1863,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Back Beach, Durban","Swimming, caught in strong backwash & disappeared",Mr. J. Canham,male,26,3.2 m [10.5'] shark caught 9 days later contained human remains thought to be those of Canham,unknown,unknown,Shark involvement prior to death unconfirmed,"M. Levine, GSAF; Times of Natal, 2/16/1863",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.02.05-Canham.pdf,m_4775,31.03524,-29.8391,matched,South Africa,2,1
4775,4775,1863.01.10,10-Jan-1863,1/10/1863,winter,1863,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Bellynahinch"""" on the Manning River",Bathing,James Brown,male,17,FATAL,fatal,Evening,unknown,"G.P. Whitley, p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1863.01.10-Brown.pdf,m_4776,152.63333,-31.86667,matched,Australia,1,1
4776,4776,1863.00.00.R,Reported 1863,unknown,unknown,1863,1,Unprovoked,GREECE,GREECE,Europe,Corfu,unknown,Swimming,male,male,unknown,FATAL,fatal,unknown,unknown,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1863.00.00.R-Corfu.pdf,m_4777,19.84939135,39.62337242,matched,Greece,u,unknown
4777,4777,1862.12.19.R,Reported 19-Dec-1862,12/19/1863,winter,1862,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Brisbane River,Trying to catch a wounded bird,male,male,unknown,FATAL,fatal,unknown,unknown,"Courier, 12/19/1862",http://sharkattackfile.net/spreadsheets/pdf_directory/1862.12.19.R-Boy-Brisbane.pdf,m_4778,153.15,-27.4,matched,Australia,1,1
4778,4778,1862.08.02.R,Reported 02-Aug-1862,8/2/1862,summer,1862,1,Invalid,SPAIN,SPAIN,Europe,Malaga,Fuengirola,unknown,male,male,unknown,Possible drowning and scavenging,unknown,unknown,Shark involvement prior to death unconfirmed,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1862.08.02.R-Fuengirola.pdf,m_4779,-4.62404,36.5415,matched,Spain,8,3
4779,4779,1862.07.25,25-Jul-1862,7/25/1862,summer,1862,1,Unprovoked,SPAIN,SPAIN,Europe,Malaga,San Andres Beach,Swimming,Joaquin Rosales Martinez,male,18,FATAL,fatal,unknown,unknown,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1862.07.25-Martinez.pdf,m_4780,-4.44123,36.69286,matched,Spain,7,3
4780,4780,1862.07.14,14-Jul-1862,7/14/1862,summer,1862,1,Unprovoked,SPAIN,SPAIN,Europe,C diz,Off Algeciras,unknown,male,male,18,FATAL,fatal,unknown,16' shark,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1862.07.14-Algeciras.pdf,m_4781,-5.45286,36.12757,matched,Spain,7,3
4781,4781,1862.07.13,13-Jul-1862,7/13/1862,summer,1862,1,Unprovoked,SPAIN,SPAIN,Europe,C diz,Off Algeciras,Swimming alongside the SS Kearsarge,Tibbetts,male,unknown,FATAL,fatal,18h30,16' shark,C. Moore; W.H. Bedlam,http://sharkattackfile.net/spreadsheets/pdf_directory/1862.07.13-Tibbetts.pdf,m_4782,-5.45286,36.12757,matched,Spain,7,3
4782,4782,1862.06.03,03-Jun-1862,6/3/1862,summer,1862,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Durban Harbor,unknown,male,male,unknown,"Very severe wounds""""",non-fatal,unknown,unknown,"Cape Argus, 6/10/1862; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1862.06.03-male_Durban_Harbour.pdf,m_4783,31.02322,-29.87366,matched,South Africa,6,3
4783,4783,1862.05.05,05-May-1862,5/5/1862,spring,1862,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Durban,Bathing,Mr. Cummings,male,unknown,Lacerations,non-fatal,unknown,unknown,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1862.05.05-Cummings.pdf,m_4784,31.02574,-29.84703,matched,South Africa,5,2
4784,4784,1862.00.00.b,Circa 1862,unknown,unknown,1862,1,Unprovoked,USA,USA,North America,Hawaii,Puna,unknown,A chiefess,female,unknown,Ankle bitten,non-fatal,unknown,unknown,Captain W. Young,http://sharkattackfile.net/spreadsheets/pdf_directory/1862.00.00.b-Hawaii.pdf,m_4785,-155.0410698,19.70632279,matched,USA,u,unknown
4785,4785,1861.01.15.R,Reported 15-Jan-1861,1/15/1862,winter,1861,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Cleveland,Bathing,Dr. Lucas,male,unknown,Lacerations to fingers,non-fatal,unknown,unknown,"Moreton Bay Courier, 1/15/1861",http://sharkattackfile.net/spreadsheets/pdf_directory/1861.01.15.R-Lucas.pdf,m_4786,153.26695,-27.52879,matched,Australia,1,1
4786,4786,1860.12.26,26-Dec-1860,12/26/1860,winter,1860,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"The Domain, Sydney",Bathing,unknown,male,unknown,Lacerations to leg,non-fatal,unknown,unknown,"The Argus, 12/31/1860",http://sharkattackfile.net/spreadsheets/pdf_directory/1860.12.26-TheDomain-Sydney.pdf,m_4787,151.20691,-33.8696,matched,Australia,1,1
4787,4787,1860.10.00,Oct-1860,10/1/1860,winter,1860,1,Sea Disaster,CANADA,CANADA,North America,Nova Scotia,Cape Canso,Gloucester fishing schooner run down,2 males,male,unknown,FATAL x 2,fatal,Night,unknown,"Baltimore Sun, 10/1/1860",http://sharkattackfile.net/spreadsheets/pdf_directory/1860.10.00-Gloucester.pdf,m_4788,-60.9318,45.30015,matched,Canada,1,1
4788,4788,1860.08.01,01-Aug-1860,8/1/1860,summer,1860,1,Unprovoked,USA,USA,North America,New York,Brooklyn,Swimming,Jerry Duke,male,unknown,Toe severed,non-fatal,Evening,unknown,"New York Times, 8/3/1860; Brooklyn News, 8/3/1860, p.8",http://sharkattackfile.net/spreadsheets/pdf_directory/1860.08.01-JerryDuke.pdf,m_4789,-73.99036,40.69245,matched,USA,8,3
4789,4789,1860.03.11,11-Mar-1860,5/11/1860,spring,1860,1,Unprovoked,BAHAMAS,BAHAMAS,North America,New Providence Island,Nassau,"In boat being towed by ship, Karnak",a pilot,male,unknown,FATAL,fatal,unknown,Remains recovered from shark caught days later,"New York Times, 3/26/1860",http://sharkattackfile.net/spreadsheets/pdf_directory/1860.03.11-KarnakPilot.pdf,m_4790,-77.34075,25.07744,matched,Bahamas,5,2
4790,4790,1859.03.16,16-Mar-1859,5/16/1859,spring,1859,1,Unprovoked,USA,USA,North America,Hawaii,Off Kawaihae,Fell overboard,John Luther,male,21,FATAL,fatal,unknown,unknown,"Pacific Commercial Advertiser, 3/24/1850",http://sharkattackfile.net/spreadsheets/pdf_directory/1859.03.16-Luther.pdf,m_4791,-155.83321,20.04261,matched,USA,5,2
4791,4791,1858.08.23,23-Aug-1858,8/23/1858,summer,1858,1,Invalid,USA,USA,North America,New York ,"Staten Island, Richmond County",Swimming,Mr. Valdes & 2 males,male,unknown,Thought to have been taken by a shark/s. Bodies not  recovered,unknown,unknown,Shark involvement prior to deaths unconfirmed,"Chicago Tribune, 8/28/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1858.08.23-StatenIsland.pdf,m_4792,-74.15532695,40.58076924,matched,USA,8,3
4792,4792,1858.08.17,17-Aug-1858,8/17/1858,summer,1858,1,Invalid,USA,USA,North America,New York ,"Staten Island, Richmond County",Swimming,male,male,unknown,Thought to have been taken by a shark/s. Body not  recovered,unknown,unknown,Shark involvement prior to death unconfirmed,"Chicago Tribune, 8/28/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1858.08.17-StatenIsland.pdf,m_4793,-74.15532695,40.58076924,matched,USA,8,3
4793,4793,1858.04.04,04-Apr-1858,4/4/1858,spring,1858,1,Unprovoked,TOBAGO,TOBAGO,Unknown,unknown,Rocky Bay,Bathing,John Williams,male,unknown,"Leg bitten, surgically amputated",non-fatal,unknown,unknown,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1858.04.04-Williams.pdf,m_4794,-60.93354,45.56041,matched,Tobago,4,2
4794,4794,1858.03.14,14-Mar-1858,5/14/1858,spring,1858,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Hobson Bay,Bathing,Adolphe Bollander,male,22,FATAL,fatal,15h00,unknown,"Moreton Bay Courier, 3/31/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1858.03.14-Bollander.pdf,m_4795,144.8884842,-37.83998152,matched,Australia,5,2
4795,4795,1858.01.14.R,Reported 14-Jan 1858,1/14/1858,winter,1858,1,Unprovoked,USA,USA,North America,Hawaii,unknown,Swimming,Minor Hodgdon,male,unknown,FATAL,fatal,unknown,unknown,New York Times 3/14/1858,http://sharkattackfile.net/spreadsheets/pdf_directory/1858.01.14.R-Hodgdon.pdf,m_4796,-157.9436319,21.43954258,matched,USA,1,1
4796,4796,1858.01.09.R,Reported 09-Jan-1858,1/9/1858,winter,1858,1,Unprovoked,TONGA,TONGA,Oceania,Vava'u,unknown,Jumped overboard while intoxicated,crewman from the Shepherdess,male,unknown,FATAL,fatal,unknown,unknown,"Sydney Morning Herald, 1/9/1858",http://sharkattackfile.net/spreadsheets/pdf_directory/1858.01.09.R-Tonga.pdf,m_4797,-173.9847889,-18.62624686,matched,Tonga,1,1
4797,4797,1857.05.05,05-May-1857,5/5/1857,spring,1857,1,Unprovoked,USA,USA,North America,Florida,"Cape Sable, Monroe County",Swimming,Private Dunn,male,unknown,FATAL,fatal,unknown,unknown,"The Buffalo Commercial Advertiser, 5//18/1857",http://sharkattackfile.net/spreadsheets/pdf_directory/1857.05.05-Dunn.pdf,m_4798,-81.04854333,25.42570711,matched,USA,5,2
4798,4798,1856.06.21.R,Reported 21-Jun-1856,6/21/1856,summer,1856,1,Unprovoked,ENGLAND,ENGLAND,Unknown,Isle of Wight,Colwell Bay,Swimming,male,male,unknown,Survived,fatal,unknown,unknown,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1856.06.21.R-Isle-of-Wight.pdf,m_4799,-1.53788,50.68896,matched,England,6,3
4799,4799,1856.02.06,06-Feb-1856,2/6/1856,winter,1856,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Point Henry,Swimming,a seaman from the John and Lucy,male,17,Severe bite to thigh. Not known if he survived,unknown,unknown,unknown,"The Argus, 2/8/1856",http://sharkattackfile.net/spreadsheets/pdf_directory/1856.02.06-Point-Henry.pdf,m_4800,144.43333,-38.13333,matched,Australia,2,1
4800,4800,1855.11.11,11-Nov-1855,11/11/1855,winter,1855,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Melbourne,Swimming,a seaman from the whaling brig Curlew,male,unknown,FATAL,fatal,unknown,unknown,"Maitland Mercury, 11/14/1855",http://sharkattackfile.net/spreadsheets/pdf_directory/1855.11.11-Curlew-seaman.pdf,m_4801,144.96751,-37.81739,matched,Australia,1,1
4801,4801,1885.11.26.R,Reported 26-Nov-1885,11/26/1885,winter,1885,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Brisbane ,unknown,"boat, occupant John Bishop",unknown,unknown,"No injury to occupant, shark bit off section of the boat's rudder",non-fatal,unknown,15' shark,"Brisbane Courier, 11/26/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.11.26.R-Bishop.pdf,m_4802,153.02334,-27.46844,matched,Australia,1,1
4802,4802,1885.11.26,26-Nov-1885,11/26/1885,winter,1885,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Bunbury,Bathing,A.Y. Glyde,male,unknown,Laceration to calf,non-fatal,Evening,unknown,"The West Australia, 12/2/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.11.26.a-Glyde.pdf,m_4803,115.63691,-33.32166,matched,Australia,1,1
4803,4803,1885.07.26.c,26-Jul-1885,7/26/1885,summer,1885,1,Sea Disaster,USA,USA,North America,Hawaii,Kau District,Wreck of the schooner Pohoiki ,sailor,male,unknown,Left arm severed,non-fatal,unknown,unknown,"Hawaiian Gazette, 8124/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.07.26-b-Schooner-crew-1.pdf,m_4804,-155.99417,19.74028,matched,USA,7,3
4804,4804,1885.07.26.b,26-Jul-1885,7/26/1885,summer,1885,1,Sea Disaster,USA,USA,North America,Hawaii,Kau District,Wreck of the schooner Pohoiki ,sailor ,male,unknown,Laceration to torso,non-fatal,unknown,unknown,"Hawaiian Gazette, 8124/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.07.26.c-Schooner-crew-2.pdf,m_4805,-155.99417,19.74028,matched,USA,7,3
4805,4805,1885.07.26.a,26-Jul-1885,7/26/1885,summer,1885,1,Sea Disaster,USA,USA,North America,Hawaii,Kau District,Wreck of the schooner Pohoiki ,Captain Mark Robinson,male,unknown,FATAL,fatal,unknown,unknown,"Hawaiian Gazette, 8/24/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.07.26.a-CaptainRobinson.pdf,m_4806,-155.99417,19.74028,matched,USA,7,3
4806,4806,1885.03.28,28-Mar-1885,3/28/885,spring,1885,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Kokstad District,Fishing,"boat, occupant: Mr. Anderson",male,unknown,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",non-fatal,unknown,3 m [10'] shark,"South African Illustrated News, 3/28/1885",http://sharkattackfile.net/spreadsheets/pdf_directory/1885.03.28-oar.pdf,m_4807,29.41822,-30.53892,matched,South Africa,3,2
4807,4807,1884.12.13,13-Dec-1884,12/13/1884,winter,1884,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Port Phillip,yachting accident,Willaim Browne,male,unknown,"Cause of death most likely drowning, remains recovered in shark",fatal,unknown,14' shark,"The Argus, 12/29/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.12.13-Browne.pdf,m_4808,138.7089836,-34.69535353,matched,Australia,1,1
4808,4808,1884.12.08.R,Reported 08-Dec-1884,12/8/1884,winter,1884,1,Provoked,FRANCE,FRANCE,Europe,C te d'Azur  ,Between Nice & Villefranche,unknown,child,female,unknown,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,fatal,02h00,10' shark,"North Otago Times, 12/8/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.12.08.R-France.pdf,m_4809,5.17623,49.44363,matched,France,1,1
4809,4809,1884.08.28.R.,Reported 28-Aug-1884,8/28/1884,summer,1884,1,Unprovoked,USA,USA,North America,New Jersey,"Bayonne, Hudson County",Boating,Edward Monroe,male,unknown,Hand bitten,non-fatal,unknown,unknown,"Atlanta Contitution, 8/28/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.08.28.R-EdwardMonroe.pdf,m_4810,-74.07410925,40.74034282,matched,USA,8,3
4810,4810,1884.08.18,18-Aug-1884,8/18/1884,summer,1884,1,Invalid,USA,USA,North America,New York,Jamaica Bay,Clamming,Stephen Rylor,male,unknown,Unclear if he sustained any injury from the 7' shark,unknown,unknown,Questionable,"New York Times, 8/20/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.08.18-Rylor.pdf,m_4811,-73.83541,40.60399,matched,USA,8,3
4811,4811,1884.04.38.R,Reported 28-Apr-1884,4/28/1884,spring,1884,1,Unprovoked,BRAZIL,BRAZIL,South America,unknown,Bahia,Fell overboard from the steamship Chala,male,male,unknown,FATAL,fatal,unknown,unknown,"Pittsburgh Post Gazette, 4/28/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.04.28.R-ChalaCook.pdf,m_4812,-41.73041917,-12.49051782,matched,Brazil,4,2
4812,4812,1884.01.16,16-Jan-1884,1/16/1884,winter,1884,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,"South Jetty, Port Elizabeth",Swimming,Mr. Meyer,male,unknown,FATAL,fatal,unknown,unknown,"Port Elizabeth Herald, 1/23/1884, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.01.16-Meyer.pdf,m_4813,25.62326,-33.96238,matched,South Africa,1,1
4813,4813,1884.01.14,14-Jan-1884,1/14/1884,winter,1884,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",Fell overboard,Miss Warren,female,unknown,FATAL,fatal,unknown,Said to involve 2 sharks,"G.P. Whitley (1951), p. 192, citing the Register (S.A.), 12/9/1925; V.M. Coppleson (1958), p.107; A. Sharpe, p.119",http://sharkattackfile.net/spreadsheets/pdf_directory/1884.01.14-Warren.pdf,m_4814,138.59215,-34.90894,matched,Australia,1,1
4814,4814,1883.12.19,19-Dec-1883,12/19/1883,winter,1883,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Parramatta River,Swimming,Cuthbert Vere Lysaght,male,21,FATAL,fatal,12h00,unknown,"West Australian, 12/22/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.12.19-Lysaght.pdf,m_4815,151.16667,-33.85,matched,Australia,1,1
4815,4815,1883.12.18.R,Reported 18-Dec-1883,12/18/1883,winter,1883,1,Unprovoked,USA,USA,North America,Texas,Brazos,Knocked overboard,"Duffy, mate of the Harris",male,unknown,FATAL,fatal,unknown,unknown,"Alton Evening Telegraph, 12/18/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.12.18.R-Duffy.pdf,m_4816,-97.13302,31.55326,matched,USA,1,1
4816,4816,1883.10.19.R,Reported 19-Oct-1883,10/19/1883,winter,1883,1,Unprovoked,USA,USA,North America,East coast,unknown,Jumped overboard ,James McCarroll,male,unknown,FATAL,fatal,unknown,unknown,"Buffalo Commercial Advertiser, 10/19/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.10.19.R-McCarroll.pdf,m_4817,-75.014986,40.123655,matched,USA,1,1
4817,4817,1883.09.14.R,Reported 14-Sep-1883 (probably happened Ca. 1843/1844),9/14/1885,fall,1883,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,Swimming / escaping imprisonment ,Owen,male,unknown,FATAL,fatal,unknown,unknown,"C. Black, GSAF; Bruce Herald, 9/14/1993",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.09.14.R-Owen-the-Bushranger.pdf,m_4818,147.85072,-43.1384,matched,Australia,9,4
4818,4818,1883.02.26.R,Reported 26-Feb-1883,2/26/1883,winter,1883,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Northern Territory,the pearling beds,Diving,male,male,unknown,Arm severed,non-fatal,unknown,unknown,"The Queenslander, 3/3/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.02.26.R-PearlDiver.pdf,m_4819,133.3670476,-19.41253494,matched,Australia,2,1
4819,4819,1883.02.25.R,Reported 25-Feb-1883,2/25/1883,winter,1883,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Northern Territory,the pearling beds,Diving,male,male,unknown,FATAL,fatal,unknown,unknown,"The Queenslander, 3/3/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.02.25.R-Pearl-Diver.pdf,m_4820,133.3670476,-19.41253494,matched,Australia,2,1
4820,4820,1883.01.21,21-Jan-1883,1/21/1883,winter,1883,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Iron Cove, Sydney",Bathing,John Eaton,male,37,FATAL,fatal,05h30,unknown,"Maitland Mercury, 1/23/1883",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.01.21-Eaton.pdf,m_4821,151.21144,-33.85915,matched,Australia,1,1
4821,4821,1883.00.00.c,Summer of 1883,unknown,unknown,1883,1,Unprovoked,USA,USA,North America,Florida,"Fort Pickens, Escambia County",Fell overboard,the Captain s boy,male,unknown,FATAL,fatal,unknown,unknown,"St Joseph Herald, 7/12/1884",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.c-CaptainsBoy.pdf,m_4822,-87.37722116,30.7004842,matched,USA,u,unknown
4822,4822,1883.00.00.b,1883,unknown,unknown,1883,1,Invalid,USA,USA,North America,South Carolina,"Bull s Bay, near Charleston",unknown,adult male,male,unknown,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",unknown,unknown,Shark involvement prior to death unconfirmed,"W.H. Gregg, p.21; SAF Case #910",http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.b-BullsBay.pdf,m_4823,-79.9316,32.78115,matched,USA,u,unknown
